!	 	 	Ambt_to_Room1	Ambt_to_Room4	Corridor_to_Room1	Corridor_to_Room4	Ambt_to_Room2	Ambt_to_Room5	Corridor_to_Room2	Corridor_to_Room5	Corridor_to_Room3	Corridor_to_Room6	Ambt_to_Room3	Ambt_to_Room6
!Date	Time	[s]	sm^3/h	sm^3/h	sm^3/h	sm^3/h	sm^3/h	sm^3/h	sm^3/h	sm^3/h	sm^3/h	sm^3/h	sm^3/h	sm^3/h
9/29	12:45:00	45900	-1.521945e+00	7.384311e+00	1.522862e+00	-7.381934e+00	-3.034816e+00	5.871485e+00	3.040733e+00	-5.869782e+00	8.323034e+00	-5.804709e-01	-8.329867e+00	5.763904e-01
9/29	12:46:00	45960	-1.555596e+00	7.393505e+00	1.556507e+00	-7.391158e+00	-3.043023e+00	5.906121e+00	3.048972e+00	-5.904352e+00	8.341012e+00	-6.053475e-01	-8.347871e+00	6.012316e-01
9/29	12:47:00	46020	-1.589642e+00	7.402336e+00	1.590547e+00	-7.400021e+00	-3.051125e+00	5.940897e+00	3.057104e+00	-5.939061e+00	8.358709e+00	-6.305378e-01	-8.365594e+00	6.263870e-01
9/29	12:48:00	46080	-1.624098e+00	7.410791e+00	1.624996e+00	-7.408510e+00	-3.059116e+00	5.975819e+00	3.065125e+00	-5.973914e+00	8.376119e+00	-6.560525e-01	-8.383025e+00	6.518661e-01
9/29	12:49:00	46140	-1.658968e+00	7.418864e+00	1.659860e+00	-7.416617e+00	-3.066993e+00	6.010885e+00	3.073032e+00	-6.008910e+00	8.393232e+00	-6.818959e-01	-8.400163e+00	6.776735e-01
9/29	12:50:00	46200	-1.694259e+00	7.426544e+00	1.695144e+00	-7.424332e+00	-3.074751e+00	6.046098e+00	3.080821e+00	-6.044051e+00	8.410040e+00	-7.080716e-01	-8.416994e+00	7.038131e-01
9/29	12:51:00	46260	-1.729985e+00	7.433818e+00	1.730863e+00	-7.431643e+00	-3.082387e+00	6.081463e+00	3.088486e+00	-6.079344e+00	8.426535e+00	-7.345918e-01	-8.433512e+00	7.302971e-01
9/29	12:52:00	46320	-1.766154e+00	7.440674e+00	1.767024e+00	-7.438535e+00	-3.089895e+00	6.116980e+00	3.096023e+00	-6.114787e+00	8.442706e+00	-7.614609e-01	-8.449703e+00	7.571294e-01
9/29	12:53:00	46380	-1.802773e+00	7.447103e+00	1.803636e+00	-7.445003e+00	-3.097272e+00	6.152652e+00	3.103429e+00	-6.150383e+00	8.458546e+00	-7.886855e-01	-8.465565e+00	7.843168e-01
9/29	12:54:00	46440	-1.839860e+00	7.453085e+00	1.840714e+00	-7.451025e+00	-3.104510e+00	6.188485e+00	3.110695e+00	-6.186139e+00	8.474040e+00	-8.162777e-01	-8.481080e+00	8.118717e-01
9/29	12:55:00	46500	-1.877422e+00	7.458613e+00	1.878269e+00	-7.456594e+00	-3.111605e+00	6.224481e+00	3.117819e+00	-6.222056e+00	8.489181e+00	-8.442449e-01	-8.496242e+00	8.398011e-01
9/29	12:56:00	46560	-1.915470e+00	7.463668e+00	1.916309e+00	-7.461691e+00	-3.118551e+00	6.260638e+00	3.124792e+00	-6.258133e+00	8.503954e+00	-8.725933e-01	-8.511034e+00	8.681120e-01
9/29	12:57:00	46620	-1.954025e+00	7.468233e+00	1.954854e+00	-7.466299e+00	-3.125340e+00	6.296969e+00	3.131608e+00	-6.294383e+00	8.518347e+00	-9.013391e-01	-8.525445e+00	8.968201e-01
9/29	12:58:00	46680	-1.993097e+00	7.472289e+00	1.993918e+00	-7.470401e+00	-3.131966e+00	6.333472e+00	3.138262e+00	-6.330802e+00	8.532344e+00	-9.304909e-01	-8.539461e+00	9.259332e-01
9/29	12:59:00	46740	-2.032699e+00	7.475822e+00	2.033510e+00	-7.473980e+00	-3.138421e+00	6.370152e+00	3.144744e+00	-6.367398e+00	8.545936e+00	-9.600570e-01	-8.553069e+00	9.554613e-01
9/29	13:00:00	46800	-2.072856e+00	7.478803e+00	2.073658e+00	-7.477009e+00	-3.144697e+00	6.407016e+00	3.151047e+00	-6.404175e+00	8.559096e+00	-9.900573e-01	-8.566247e+00	9.854223e-01
9/29	13:01:00	46860	-7.038043e-01	5.161379e+00	3.478590e+00	-3.954303e+00	-2.558691e+00	6.206651e+00	3.538748e+00	-3.933710e+00	3.633435e+00	-3.853121e+00	-7.388279e+00	3.731051e-01
9/29	13:02:00	46920	-8.649687e-01	5.042934e+00	3.520625e+00	-4.009879e+00	-2.551857e+00	6.348750e+00	3.576514e+00	-3.992391e+00	3.667832e+00	-3.915649e+00	-7.348145e+00	5.262359e-01
9/29	13:03:00	46980	-1.035060e+00	4.944989e+00	3.561386e+00	-4.074843e+00	-2.541118e+00	6.492758e+00	3.612844e+00	-4.060243e+00	3.700590e+00	-3.987192e+00	-7.298640e+00	6.845319e-01
9/29	13:04:00	47040	-1.210769e+00	4.867123e+00	3.597304e+00	-4.150846e+00	-2.523961e+00	6.640312e+00	3.644211e+00	-4.138949e+00	3.728193e+00	-4.069516e+00	-7.234979e+00	8.518783e-01
9/29	13:05:00	47100	-1.420172e+00	4.786877e+00	3.646052e+00	-4.224398e+00	-2.508715e+00	6.786050e+00	3.687903e+00	-4.215145e+00	3.767683e+00	-4.149160e+00	-7.172750e+00	1.015775e+00
9/29	13:06:00	47160	-1.667212e+00	4.708879e+00	3.705815e+00	-4.298909e+00	-2.492075e+00	6.931681e+00	3.742071e+00	-4.292230e+00	3.817132e+00	-4.229578e+00	-7.105732e+00	1.180157e+00
9/29	13:07:00	47220	-1.964831e+00	4.639604e+00	3.774768e+00	-4.379215e+00	-2.468549e+00	7.079577e+00	3.806314e+00	-4.375015e+00	3.875879e+00	-4.315644e+00	-7.023632e+00	1.350694e+00
9/29	13:08:00	47280	-2.406373e+00	4.596192e+00	3.869073e+00	-4.477778e+00	-2.420048e+00	7.235628e+00	3.894242e+00	-4.475892e+00	3.956044e+00	-4.419881e+00	-6.892937e+00	1.541732e+00
9/29	13:09:00	47340	-2.874485e+00	4.555548e+00	3.967558e+00	-4.579217e+00	-2.367423e+00	7.393014e+00	3.986123e+00	-4.579589e+00	4.040139e+00	-4.526873e+00	-6.751881e+00	1.737118e+00
9/29	13:10:00	47400	-3.213145e+00	4.489722e+00	4.043813e+00	-4.663768e+00	-2.340158e+00	7.542686e+00	4.057783e+00	-4.666481e+00	4.106423e+00	-4.616806e+00	-6.654714e+00	1.914646e+00
9/29	13:11:00	47460	-3.516408e+00	4.416497e+00	4.114297e+00	-4.743750e+00	-2.320937e+00	7.690283e+00	4.124262e+00	-4.748803e+00	4.168281e+00	-4.702046e+00	-6.569494e+00	2.087819e+00
9/29	13:12:00	47520	-3.801584e+00	4.339091e+00	4.181993e+00	-4.821459e+00	-2.306551e+00	7.836891e+00	4.188279e+00	-4.828842e+00	4.228117e+00	-4.784905e+00	-6.490255e+00	2.259225e+00
9/29	13:13:00	47580	-4.075950e+00	4.258792e+00	4.248124e+00	-4.897871e+00	-2.295633e+00	7.982996e+00	4.250946e+00	-4.907569e+00	4.286916e+00	-4.866368e+00	-6.414402e+00	2.430020e+00
9/29	13:14:00	47640	-4.343429e+00	4.176238e+00	4.313318e+00	-4.973511e+00	-2.287445e+00	8.128880e+00	4.312829e+00	-4.985508e+00	4.345204e+00	-4.946968e+00	-6.340477e+00	2.600869e+00
9/29	13:15:00	47700	-4.606648e+00	4.091770e+00	4.377619e+00	-5.048692e+00	-2.281632e+00	8.274717e+00	4.373924e+00	-5.062974e+00	4.403934e+00	-5.027022e+00	-6.267197e+00	2.772201e+00
9/29	13:16:00	47760	-4.866950e+00	4.005590e+00	4.441652e+00	-5.123628e+00	-2.277773e+00	8.420639e+00	4.434843e+00	-5.140181e+00	4.462533e+00	-5.106749e+00	-6.194305e+00	2.944328e+00
9/29	13:17:00	47820	-5.125478e+00	3.917815e+00	4.505578e+00	-5.198463e+00	-2.275654e+00	8.566736e+00	4.495728e+00	-5.217275e+00	4.521130e+00	-5.186297e+00	-6.121303e+00	3.117484e+00
9/29	13:18:00	47880	-5.383087e+00	3.828475e+00	4.569512e+00	-5.273367e+00	-2.275126e+00	8.713068e+00	4.556680e+00	-5.294426e+00	4.579819e+00	-5.265648e+00	-6.047799e+00	3.291900e+00
9/29	13:19:00	47940	-5.640435e+00	3.737558e+00	4.633541e+00	-5.348526e+00	-2.276077e+00	8.859670e+00	4.617776e+00	-5.371824e+00	4.638669e+00	-5.344674e+00	-5.973473e+00	3.467796e+00
9/29	13:20:00	48000	-5.898038e+00	3.645157e+00	4.697719e+00	-5.423800e+00	-2.278424e+00	9.006617e+00	4.679061e+00	-5.449329e+00	4.697719e+00	-5.423800e+00	-5.898038e+00	3.645157e+00
9/29	13:21:00	48060	-6.099221e+00	3.540706e+00	4.736127e+00	-5.457212e+00	-2.323867e+00	9.046139e+00	4.715030e+00	-5.484627e+00	4.730947e+00	-5.461102e+00	-5.759107e+00	3.816192e+00
9/29	13:22:00	48120	-6.305187e+00	3.431821e+00	4.774302e+00	-5.489535e+00	-2.371688e+00	9.083681e+00	4.750707e+00	-5.519335e+00	4.763787e+00	-5.497864e+00	-5.611921e+00	3.991231e+00
9/29	13:23:00	48180	-6.516360e+00	3.318381e+00	4.812107e+00	-5.520427e+00	-2.422101e+00	9.119133e+00	4.785946e+00	-5.553399e+00	4.796080e+00	-5.534030e+00	-5.455672e+00	4.170341e+00
9/29	13:24:00	48240	-6.733211e+00	3.199952e+00	4.849473e+00	-5.550174e+00	-2.475353e+00	9.152390e+00	4.820673e+00	-5.586510e+00	4.827739e+00	-5.569301e+00	-5.289322e+00	4.353641e+00
9/29	13:25:00	48300	-6.956133e+00	3.076197e+00	4.886659e+00	-5.578604e+00	-2.531816e+00	9.183291e+00	4.854550e+00	-5.618505e+00	4.858412e+00	-5.603515e+00	-5.111673e+00	4.541135e+00
9/29	13:26:00	48360	-7.185691e+00	2.946704e+00	4.923863e+00	-5.605489e+00	-2.591946e+00	9.211644e+00	4.887189e+00	-5.649170e+00	4.887697e+00	-5.636456e+00	-4.921113e+00	4.732767e+00
9/29	13:27:00	48420	-7.423194e+00	2.810953e+00	4.960251e+00	-5.630514e+00	-2.656188e+00	9.237206e+00	4.918597e+00	-5.678201e+00	4.915558e+00	-5.667828e+00	-4.715023e+00	4.928384e+00
9/29	13:28:00	48480	-7.670041e+00	2.668227e+00	4.995420e+00	-5.653202e+00	-2.725301e+00	9.259651e+00	4.948299e+00	-5.705138e+00	4.941478e+00	-5.697169e+00	-4.489856e+00	5.127630e+00
9/29	13:29:00	48540	-7.928370e+00	2.517483e+00	5.028681e+00	-5.672786e+00	-2.800448e+00	9.278510e+00	4.975496e+00	-5.729233e+00	4.964581e+00	-5.723734e+00	-4.239940e+00	5.329759e+00
9/29	13:30:00	48600	-8.201915e+00	2.356981e+00	5.058687e+00	-5.687871e+00	-2.883664e+00	9.293020e+00	4.998648e+00	-5.749122e+00	4.983194e+00	-5.746155e+00	-3.954950e+00	5.533148e+00
9/29	13:31:00	48660	-8.499067e+00	2.182998e+00	5.082138e+00	-5.695241e+00	-2.979516e+00	9.301585e+00	5.014012e+00	-5.761635e+00	4.993263e+00	-5.761250e+00	-3.610828e+00	5.733543e+00
9/29	13:32:00	48720	-8.863192e+00	1.977125e+00	5.080919e+00	-5.678155e+00	-3.111575e+00	9.296495e+00	5.001210e+00	-5.750216e+00	4.972753e+00	-5.752370e+00	-3.080114e+00	5.907119e+00
9/29	13:33:00	48780	-9.221482e+00	1.768788e+00	5.085327e+00	-5.663006e+00	-3.240318e+00	9.289685e+00	4.993843e+00	-5.741023e+00	4.954409e+00	-5.745838e+00	-2.571779e+00	6.091393e+00
9/29	13:34:00	48840	-9.527640e+00	1.577607e+00	5.116006e+00	-5.668733e+00	-3.340542e+00	9.289392e+00	5.015263e+00	-5.752831e+00	4.966543e+00	-5.760550e+00	-2.229630e+00	6.315116e+00
9/29	13:35:00	48900	-9.823107e+00	1.385754e+00	5.157856e+00	-5.679998e+00	-3.434660e+00	9.288257e+00	5.048501e+00	-5.770483e+00	4.991085e+00	-5.781270e+00	-1.939676e+00	6.557739e+00
9/29	13:36:00	48960	-1.011862e+01	1.187263e+00	5.211316e+00	-5.692108e+00	-3.528430e+00	9.283747e+00	5.093722e+00	-5.789367e+00	5.027970e+00	-5.803378e+00	-1.685961e+00	6.813842e+00
9/29	13:37:00	49020	-1.043182e+01	9.692788e-01	5.288641e+00	-5.693233e+00	-3.631271e+00	9.270292e+00	5.163199e+00	-5.797817e+00	5.089635e+00	-5.815154e+00	-1.478390e+00	7.066632e+00
9/29	13:38:00	49080	-1.072571e+01	7.607868e-01	5.352003e+00	-5.714161e+00	-3.723485e+00	9.260245e+00	5.218620e+00	-5.826401e+00	5.136952e+00	-5.847392e+00	-1.258376e+00	7.366921e+00
9/29	13:39:00	49140	-1.101706e+01	5.481864e-01	5.416363e+00	-5.744936e+00	-3.813975e+00	9.247770e+00	5.275082e+00	-5.865379e+00	5.185294e+00	-5.890348e+00	-1.045702e+00	7.704707e+00
9/29	13:40:00	49200	-1.131173e+01	3.258154e-01	5.486236e+00	-5.785057e+00	-3.905870e+00	9.230324e+00	5.337125e+00	-5.914452e+00	5.239284e+00	-5.944933e+00	-8.450412e-01	8.088305e+00
9/29	13:41:00	49260	-1.161651e+01	8.535313e-02	5.567036e+00	-5.838420e+00	-4.002797e+00	9.204068e+00	5.410211e+00	-5.977936e+00	5.304494e+00	-6.016966e+00	-6.624324e-01	8.543900e+00
9/29	13:42:00	49320	-1.195837e+01	-2.107230e-01	5.682465e+00	-5.930221e+00	-4.119206e+00	9.151675e+00	5.518310e+00	-6.083101e+00	5.405438e+00	-6.135302e+00	-5.286351e-01	9.207672e+00
9/29	13:43:00	49380	-1.229271e+01	-4.992073e-01	5.791543e+00	-6.015087e+00	-4.231226e+00	9.101628e+00	5.619967e+00	-6.181142e+00	5.499753e+00	-6.246975e+00	-3.873229e-01	9.840783e+00
9/29	13:44:00	49440	-1.259343e+01	-7.429253e-01	5.870827e+00	-6.067889e+00	-4.324851e+00	9.071371e+00	5.691451e+00	-6.244806e+00	5.563149e+00	-6.321501e+00	-2.071463e-01	1.030575e+01
9/29	13:45:00	49500	-1.288298e+01	-9.734102e-01	5.940580e+00	-6.110682e+00	-4.412078e+00	9.046640e+00	5.753246e+00	-6.297853e+00	5.616549e+00	-6.384756e+00	-1.531830e-02	1.072006e+01
9/29	13:46:00	49560	-1.316573e+01	-1.196660e+00	6.004626e+00	-6.147549e+00	-4.495224e+00	9.024760e+00	5.809213e+00	-6.344684e+00	5.663884e+00	-6.441506e+00	1.832324e-01	1.110564e+01
9/29	13:47:00	49620	-1.344373e+01	-1.415406e+00	6.064680e+00	-6.180279e+00	-4.575369e+00	9.004521e+00	5.861079e+00	-6.387225e+00	5.706915e+00	-6.493839e+00	3.864224e-01	1.147223e+01
9/29	13:48:00	49680	-1.371816e+01	-1.631207e+00	6.121698e+00	-6.209843e+00	-4.653140e+00	8.985231e+00	5.909805e+00	-6.426523e+00	5.746614e+00	-6.542886e+00	5.931824e-01	1.182523e+01
9/29	13:49:00	49740	-1.398982e+01	-1.845068e+00	6.176282e+00	-6.236830e+00	-4.728945e+00	8.966452e+00	5.955993e+00	-6.463221e+00	5.783591e+00	-6.589341e+00	8.029034e-01	1.216801e+01
9/29	13:50:00	49800	-1.425928e+01	-2.057685e+00	6.228835e+00	-6.261628e+00	-4.803078e+00	8.947874e+00	6.000047e+00	-6.497737e+00	5.818255e+00	-6.633662e+00	1.015216e+00	1.250284e+01
9/29	13:51:00	49860	-1.439954e+01	-2.086522e+00	6.313711e+00	-6.315769e+00	-4.989145e+00	8.901001e+00	6.084194e+00	-6.554399e+00	5.897309e+00	-6.696332e+00	1.093474e+00	1.275202e+01
9/29	13:52:00	49920	-1.453616e+01	-2.113746e+00	6.397072e+00	-6.368274e+00	-5.174923e+00	8.852359e+00	6.166880e+00	-6.609315e+00	5.974905e+00	-6.757216e+00	1.172225e+00	1.299619e+01
9/29	13:53:00	49980	-1.466927e+01	-2.139496e+00	6.479035e+00	-6.419240e+00	-5.360568e+00	8.801837e+00	6.248226e+00	-6.662592e+00	6.051163e+00	-6.816432e+00	1.251412e+00	1.323592e+01
9/29	13:54:00	50040	-1.479899e+01	-2.163882e+00	6.559699e+00	-6.468743e+00	-5.546216e+00	8.749341e+00	6.328328e+00	-6.714313e+00	6.126180e+00	-6.874071e+00	1.330994e+00	1.347167e+01
9/29	13:55:00	50100	-1.492539e+01	-2.186988e+00	6.639137e+00	-6.516838e+00	-5.731982e+00	8.694781e+00	6.407263e+00	-6.764538e+00	6.200029e+00	-6.930203e+00	1.410943e+00	1.370378e+01
9/29	13:56:00	50160	-1.504855e+01	-2.208889e+00	6.717409e+00	-6.563570e+00	-5.917969e+00	8.638079e+00	6.485093e+00	-6.813316e+00	6.272776e+00	-6.984880e+00	1.491240e+00	1.393258e+01
9/29	13:57:00	50220	-1.516850e+01	-2.229640e+00	6.794562e+00	-6.608971e+00	-6.104265e+00	8.579154e+00	6.561865e+00	-6.860682e+00	6.344465e+00	-7.038146e+00	1.571871e+00	1.415828e+01
9/29	13:58:00	50280	-1.528527e+01	-2.249291e+00	6.870636e+00	-6.653063e+00	-6.290949e+00	8.517933e+00	6.637619e+00	-6.906660e+00	6.415134e+00	-7.090027e+00	1.652826e+00	1.438111e+01
9/29	13:59:00	50340	-1.539888e+01	-2.267869e+00	6.945611e+00	-6.695855e+00	-6.478096e+00	8.454347e+00	6.712337e+00	-6.951261e+00	6.484776e+00	-7.140529e+00	1.734092e+00	1.460123e+01
9/29	14:00:00	50400	-1.550930e+01	-2.285428e+00	7.019602e+00	-6.737369e+00	-6.665759e+00	8.388316e+00	6.786137e+00	-6.994510e+00	6.553491e+00	-7.189701e+00	1.815680e+00	1.481875e+01
9/29	14:01:00	50460	-1.736806e+01	-6.582042e-01	1.733954e+01	6.458057e-01	-7.477504e+00	9.232477e+00	7.497328e+00	-9.243014e+00	-6.451014e-02	-1.676014e+01	7.320875e-02	1.678308e+01
9/29	14:02:00	50520	-1.736937e+01	-6.605125e-01	1.734077e+01	6.480272e-01	-7.433386e+00	9.275592e+00	7.453254e+00	-9.285747e+00	-3.783683e-02	-1.673255e+01	4.643905e-02	1.675531e+01
9/29	14:03:00	50580	-1.737034e+01	-6.627366e-01	1.734166e+01	6.501647e-01	-7.389088e+00	9.318634e+00	7.409125e+00	-9.328502e+00	-1.104377e-02	-1.670460e+01	1.955032e-02	1.672716e+01
9/29	14:04:00	50640	-1.737096e+01	-6.648729e-01	1.734221e+01	6.522139e-01	-7.344601e+00	9.361607e+00	7.364807e+00	-9.371188e+00	1.587726e-02	-1.667627e+01	-7.466502e-03	1.669863e+01
9/29	14:05:00	50700	-1.737123e+01	-6.669154e-01	1.734241e+01	6.541694e-01	-7.299919e+00	9.404517e+00	7.320291e+00	-9.413809e+00	4.293613e-02	-1.664754e+01	-3.462185e-02	1.666970e+01
9/29	14:06:00	50760	-1.737115e+01	-6.688721e-01	1.734226e+01	6.560391e-01	-7.255047e+00	9.447357e+00	7.275584e+00	-9.456359e+00	7.012109e-02	-1.661844e+01	-6.190249e-02	1.664039e+01
9/29	14:07:00	50820	-1.737073e+01	-6.707370e-01	1.734176e+01	6.578164e-01	-7.209977e+00	9.490134e+00	7.230676e+00	-9.498844e+00	9.744305e-02	-1.658893e+01	-8.932027e-02	1.661068e+01
9/29	14:08:00	50880	-1.736994e+01	-6.725051e-01	1.734091e+01	6.594977e-01	-7.164701e+00	9.532852e+00	7.185563e+00	-9.541268e+00	1.249099e-01	-1.655902e+01	-1.168835e-01	1.658056e+01
9/29	14:09:00	50940	-1.736879e+01	-6.741835e-01	1.733970e+01	6.610891e-01	-7.119225e+00	9.575506e+00	7.140246e+00	-9.583626e+00	1.525119e-01	-1.652870e+01	-1.445819e-01	1.655004e+01
9/29	14:10:00	51000	-1.736728e+01	-6.757658e-01	1.733813e+01	6.625838e-01	-7.073541e+00	9.618099e+00	7.094865e+00	-9.626016e+00	1.802601e-01	-1.649801e+01	-1.724257e-01	1.651911e+01
9/29	14:11:00	51060	-1.736540e+01	-6.772485e-01	1.733618e+01	6.639788e-01	-7.027640e+00	9.660639e+00	7.049122e+00	-9.668257e+00	2.081620e-01	-1.646686e+01	-2.004233e-01	1.648775e+01
9/29	14:12:00	51120	-1.736316e+01	-6.786379e-01	1.733388e+01	6.652806e-01	-6.981526e+00	9.703118e+00	7.003167e+00	-9.710435e+00	2.362075e-01	-1.643530e+01	-2.285643e-01	1.645597e+01
9/29	14:13:00	51180	-1.736054e+01	-6.799271e-01	1.733120e+01	6.664824e-01	-6.935193e+00	9.745543e+00	6.956990e+00	-9.752557e+00	2.644081e-01	-1.640331e+01	-2.568620e-01	1.642377e+01
9/29	14:14:00	51240	-1.735754e+01	-6.811112e-01	1.732814e+01	6.675794e-01	-6.888632e+00	9.787918e+00	6.910582e+00	-9.794628e+00	2.927729e-01	-1.637088e+01	-2.853225e-01	1.639112e+01
9/29	14:15:00	51300	-1.735416e+01	-6.821978e-01	1.732470e+01	6.685780e-01	-6.841846e+00	9.830238e+00	6.863949e+00	-9.836642e+00	3.212928e-01	-1.633801e+01	-3.139383e-01	1.635804e+01
9/29	14:16:00	51360	-1.553262e+01	-2.275011e+00	6.901030e+00	-6.784288e+00	-5.917041e+00	9.092774e+00	6.659207e+00	-7.042080e+00	6.444704e+00	-7.212941e+00	1.444717e+00	1.422155e+01
9/29	14:17:00	51420	-1.553076e+01	-2.273189e+00	6.892071e+00	-6.785946e+00	-5.868310e+00	9.136497e+00	6.649764e+00	-7.043697e+00	6.436453e+00	-7.212962e+00	1.420777e+00	1.417929e+01
9/29	14:18:00	51480	-1.552850e+01	-2.271214e+00	6.882915e+00	-6.787436e+00	-5.819326e+00	9.180194e+00	6.640129e+00	-7.045137e+00	6.428015e+00	-7.212799e+00	1.396754e+00	1.413639e+01
9/29	14:19:00	51540	-1.552580e+01	-2.269077e+00	6.873554e+00	-6.788760e+00	-5.770078e+00	9.223871e+00	6.630294e+00	-7.046398e+00	6.419383e+00	-7.212446e+00	1.372643e+00	1.409281e+01
9/29	14:20:00	51600	-1.552268e+01	-2.266771e+00	6.863982e+00	-6.789911e+00	-5.720556e+00	9.267537e+00	6.620253e+00	-7.047477e+00	6.410553e+00	-7.211900e+00	1.348436e+00	1.404852e+01
9/29	14:21:00	51660	-1.551912e+01	-2.264298e+00	6.854198e+00	-6.790887e+00	-5.670762e+00	9.311187e+00	6.610003e+00	-7.048369e+00	6.401521e+00	-7.211156e+00	1.324148e+00	1.400352e+01
9/29	14:22:00	51720	-1.551512e+01	-2.261649e+00	6.844194e+00	-6.791685e+00	-5.620684e+00	9.354826e+00	6.599540e+00	-7.049070e+00	6.392282e+00	-7.210210e+00	1.299772e+00	1.395779e+01
9/29	14:23:00	51780	-1.551066e+01	-2.258815e+00	6.833967e+00	-6.792299e+00	-5.570312e+00	9.398464e+00	6.588856e+00	-7.049577e+00	6.382831e+00	-7.209058e+00	1.275304e+00	1.391128e+01
9/29	14:24:00	51840	-1.550574e+01	-2.255798e+00	6.823510e+00	-6.792726e+00	-5.519647e+00	9.442095e+00	6.577948e+00	-7.049883e+00	6.373162e+00	-7.207693e+00	1.250756e+00	1.386400e+01
9/29	14:25:00	51900	-1.550036e+01	-2.252589e+00	6.812819e+00	-6.792962e+00	-5.468676e+00	9.485726e+00	6.566809e+00	-7.049984e+00	6.363271e+00	-7.206110e+00	1.226123e+00	1.381591e+01
9/29	14:26:00	51960	-1.549449e+01	-2.249175e+00	6.801884e+00	-6.792998e+00	-5.417386e+00	9.529366e+00	6.555432e+00	-7.049875e+00	6.353148e+00	-7.204301e+00	1.201401e+00	1.376698e+01
9/29	14:27:00	52020	-1.548814e+01	-2.245560e+00	6.790702e+00	-6.792833e+00	-5.365779e+00	9.573011e+00	6.543812e+00	-7.049549e+00	6.342791e+00	-7.202264e+00	1.176604e+00	1.371719e+01
9/29	14:28:00	52080	-1.548130e+01	-2.241730e+00	6.779265e+00	-6.792458e+00	-5.313840e+00	9.616670e+00	6.531942e+00	-7.049000e+00	6.332190e+00	-7.199988e+00	1.151727e+00	1.366650e+01
9/29	14:29:00	52140	-1.547394e+01	-2.237673e+00	6.767562e+00	-6.791869e+00	-5.261556e+00	9.660350e+00	6.519811e+00	-7.048221e+00	6.321337e+00	-7.197467e+00	1.126767e+00	1.361487e+01
9/29	14:30:00	52200	-1.546606e+01	-2.233388e+00	6.755591e+00	-6.791057e+00	-5.208926e+00	9.704048e+00	6.507415e+00	-7.047204e+00	6.310226e+00	-7.194694e+00	1.101738e+00	1.356229e+01
9/29	14:31:00	52260	-1.541196e+01	-2.162766e+00	6.755714e+00	-6.801352e+00	-5.196823e+00	9.737906e+00	6.509939e+00	-7.054690e+00	6.315626e+00	-7.199029e+00	1.027596e+00	1.347982e+01
9/29	14:32:00	52320	-1.535730e+01	-2.091614e+00	6.755578e+00	-6.811428e+00	-5.184459e+00	9.771950e+00	6.512201e+00	-7.061946e+00	6.320757e+00	-7.203130e+00	9.533100e-01	1.339605e+01
9/29	14:33:00	52380	-1.530206e+01	-2.019944e+00	6.755199e+00	-6.821296e+00	-5.171829e+00	9.806176e+00	6.514222e+00	-7.068982e+00	6.325640e+00	-7.206998e+00	8.789185e-01	1.331091e+01
9/29	14:34:00	52440	-1.524621e+01	-1.947718e+00	6.754560e+00	-6.830944e+00	-5.158916e+00	9.840600e+00	6.515985e+00	-7.075781e+00	6.330259e+00	-7.210618e+00	8.044209e-01	1.322431e+01
9/29	14:35:00	52500	-1.518973e+01	-1.874897e+00	6.753644e+00	-6.840355e+00	-5.145704e+00	9.875240e+00	6.517472e+00	-7.082328e+00	6.334598e+00	-7.213972e+00	7.298157e-01	1.313615e+01
9/29	14:36:00	52560	-1.513260e+01	-1.801468e+00	6.752435e+00	-6.849512e+00	-5.132187e+00	9.910099e+00	6.518668e+00	-7.088602e+00	6.338639e+00	-7.217038e+00	6.551410e-01	1.304634e+01
9/29	14:37:00	52620	-1.507478e+01	-1.727388e+00	6.750911e+00	-6.858395e+00	-5.118346e+00	9.945198e+00	6.519550e+00	-7.094583e+00	6.342360e+00	-7.219793e+00	5.804018e-01	1.295476e+01
9/29	14:38:00	52680	-1.501623e+01	-1.652603e+00	6.749048e+00	-6.866982e+00	-5.104157e+00	9.980558e+00	6.520093e+00	-7.100245e+00	6.345737e+00	-7.222211e+00	5.056069e-01	1.286126e+01
9/29	14:39:00	52740	-1.495691e+01	-1.577045e+00	6.746778e+00	-6.875199e+00	-5.089604e+00	1.001621e+01	6.520228e+00	-7.105517e+00	6.348691e+00	-7.224229e+00	4.308177e-01	1.276578e+01
9/29	14:40:00	52800	-1.489681e+01	-1.500736e+00	6.744151e+00	-6.883107e+00	-5.074674e+00	1.005214e+01	6.520011e+00	-7.110451e+00	6.351292e+00	-7.225874e+00	3.560260e-01	1.266802e+01
9/29	14:41:00	52860	-1.483584e+01	-1.423565e+00	6.741089e+00	-6.890626e+00	-5.059331e+00	1.008841e+01	6.519361e+00	-7.114967e+00	6.353454e+00	-7.227075e+00	2.812677e-01	1.256782e+01
9/29	14:42:00	52920	-1.477398e+01	-1.345486e+00	6.737556e+00	-6.897716e+00	-5.043556e+00	1.012502e+01	6.518239e+00	-7.119022e+00	6.355136e+00	-7.227783e+00	2.066069e-01	1.246499e+01
9/29	14:43:00	52980	-1.471116e+01	-1.266407e+00	6.733501e+00	-6.904326e+00	-5.027312e+00	1.016202e+01	6.516597e+00	-7.122561e+00	6.356287e+00	-7.227941e+00	1.320845e-01	1.235921e+01
